,id,smiles,kras_spr,perk_ic50,binding_ic50,selfies
186,190,Cc(c(-c1cc(O)cc2ccccc12)ncc1c(N2CC(CC3)NC3C2)n2)c1nc2OC[C@H]1N(C)CCC1,76.1,64.1,16314.3,[C][C][=Branch2][Ring2][O][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][N][=C][C][=C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][N][C][Ring1][N][=N][C][=Ring1][Ring2][O][C][C@H1][N][Branch1][C][C][C][C][C][Ring1][=Branch1]
187,191,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3Cl)c3n2)CCC1,,69.1,5047,[C][N][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][Cl][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][C][Ring2][Ring2][Branch1]
188,192,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4cccc(C#N)c34)c3F)c3n2)CCC1,,224.9,,[C][N][C@H1][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][O][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][N][Ring1][Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][C][C][Ring2][Ring2][=Branch1]
189,193,OCC#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1,,12.5,8517.9,[O][C][C][#C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1]
190,194,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4cccc(C#CCO)c34)c3F)c3n2)CCC1,,150.8,,[C][N][C@H1][Branch2][Branch1][=N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][C][=C][C][Branch1][Branch1][C][#C][C][O][=C][Ring1][=C][Ring1][#Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][P][C][C][C][Ring2][Ring2][Branch2]
191,195,CC#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1,,20.7,2461.5,[C][C][#C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1]
192,196,FC(Oc1ccc2)(Oc1c2-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F)F,,467,,[F][C][Branch1][=Branch1][O][C][=C][C][=C][Branch2][Branch1][=N][O][C][Ring1][=Branch1][=C][Ring1][Ring2][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][F]
193,197,FC(c1cccc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c1C(F)(F)F)(F)F,,99.9,>16666.7,[F][C][Branch2][=Branch1][#Branch2][C][=C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][Ring2][Ring2][Ring1][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F]
194,198,N#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1,,20.3,2425.5,[N][#C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1]
195,199,CSc1cccc2cccc(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)c12,,2,464.8,[C][S][C][=C][C][=C][C][=C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][Ring2][Ring2][#Branch1][Ring2][Ring2][Ring1]
196,200,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCOC1,,229.7,,[F][C][=Branch1][Ring1][=C][N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=N][C][=C][Ring1][P][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring2][Ring1][O][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][O][C][Ring1][=Branch2]
197,201,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4cccc(C=C)c34)c3F)c3n2)CCC1,,70.2,13915.2,[C][N][C@H1][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][O][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][=C][C][=C][C][Branch1][Ring1][C][=C][=C][Ring1][N][Ring1][Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][C][C][Ring2][Ring2][=Branch1]
198,202,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1OCCOC,,94,10186.8,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][O][C][C][O][C]
199,203,F[C@@H]1CN(CCC2)[C@@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4cnc3)c3F)c3n2)C1,,28.1,2183.2,[F][C@@H1][C][N][Branch1][Ring2][C][C][C][C@@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][N][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
200,204,C#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@@](CCC4)(C5)N4C[C@H]5F)c3F)cncc2ccc1,,4.4,306.7,[C][#C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][N][=C][C][Ring2][Ring2][Ring2][=C][C][=C][Ring2][Ring2][Branch2]
201,205,C#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@@](CCC4)(C5)N4C[C@H]5F)c3F)cccc2ccc1,,1.2,242.1,[C][#C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring2][=C][C][=C][Ring2][Ring2][Branch2]
202,206,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4cccc(C#C)c34)c3F)c3n2)CCC1,,5.1,899.6,[C][N][C@H1][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][O][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][=C][C][=C][C][Branch1][Ring1][C][#C][=C][Ring1][N][Ring1][Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][C][C][Ring2][Ring2][=Branch1]
203,207,Cc1ccc2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@H]4N(C)CCC4)c3F)cccc2c1,,4906.8,,[C][C][=C][C][=C][C][Branch2][Branch1][C][C][=Branch2][Ring2][=Branch2][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@H1][N][Branch1][C][C][C][C][C][Ring1][=Branch1][C][=Ring2][Ring1][=Branch1][F][=C][C][=C][C][Ring2][Ring1][P][=C][Ring2][Ring2][Branch1]
204,208,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1Oc1cc(S(F)(=O)=O)ccc1,,1836.7,>16666.7,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][O][C][=C][C][Branch1][=Branch2][S][Branch1][C][F][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2]
205,209,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1Oc(cc1)ccc1S(F)(=O)=O,,2746.7,>16666.7,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][O][C][=Branch1][Ring1][=C][C][C][=C][C][=Ring1][Ring2][S][Branch1][C][F][=Branch1][C][=O][=O]
206,210,CN(CC1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)[C@H]1Oc1cc(S(F)(=O)=O)ccc1,,5464.7,>16666.7,[C][N][Branch1][Ring1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C@H1][Ring2][Ring2][Ring1][O][C][=C][C][Branch1][=Branch2][S][Branch1][C][F][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2]
207,211,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1NC(c1cc(S(F)(=O)=O)ccc1)=O,,211.5,13506.7,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][N][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][S][Branch1][C][F][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][=O]
208,212,Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OCCNC(c(cc4)ccc4S(F)(=O)=O)=O)nc3c2F)c1,,1218.4,,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][S][C][=N][C][=C][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][Branch2][Ring1][N][O][C][C][N][C][Branch2][Ring1][Ring1][C][=Branch1][Ring1][=C][C][C][=C][C][=Ring1][Ring2][S][Branch1][C][F][=Branch1][C][=O][=O][=O][=N][C][Ring2][Ring1][=C][=C][Ring2][Ring2][C][F][=C][Ring2][Ring2][=N]
209,213,Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OCCNC(c4cccc(S(F)(=O)=O)c4)=O)nc3c2F)c1,,7529,,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][S][C][=N][C][=C][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][Branch2][Ring1][N][O][C][C][N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][S][Branch1][C][F][=Branch1][C][=O][=O][=C][Ring1][#Branch2][=O][=N][C][Ring2][Ring1][=C][=C][Ring2][Ring2][C][F][=C][Ring2][Ring2][=N]
210,214,CN1[C@H](COc2nc(N3CC(CC4)(C=O)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,283.6,,>16666.7,[C][N][C@H1][Branch2][Branch1][#C][C][O][C][=N][C][Branch2][Ring1][Ring1][N][C][C][Branch1][Ring1][C][C][Branch1][Ring1][C][=O][N][C][Ring1][Branch1][C][Ring1][#Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][S][C][C][C][Ring2][Ring2][#Branch1]
211,215,CN1[C@H](COc2nc(N3CC(CO)(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,70.4,,>16666.7,[C][N][C@H1][Branch2][Branch1][#C][C][O][C][=N][C][Branch2][Ring1][Ring1][N][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][#Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][S][C][C][C][Ring2][Ring2][#Branch1]
212,216,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@@](CCC3)(C4)N3C[C@H]4F)c2F)c1,1.7,0.9,51,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][Branch2]
213,217,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCc(cccc3)c3F)c2F)c1,2977,,,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][Ring1][C][=Branch2][Ring2][#Branch2][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][F][C][=Ring2][Ring1][#Branch1][F][=C][Ring2][Ring2][=Branch1]
214,218,Fc1c2c(-c(ncc3c(N4CC(CC5)NC5C4)nc(CCC4(CCC5)N5CCC4)nc33)c3F)cccc2ccc1,,1600,,[F][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=C][=N][C][=C][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][Branch1][P][C][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][C][=Ring1][C][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1]
215,219,CO[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,8.1,8.1,2032,[C][O][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
216,220,Cn1ncc([C@H]2CN(CCC3)[C@]3(COc3nc(N4CC(CC5)NC5C4)c(cnc(-c4c5c(Cl)cccc5ccc4)c4F)c4n3)C2)c1,,8.7,1344.9,[C][N][N][=C][C][Branch2][=Branch1][N][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2][=C][Ring2][Ring2][=N]
217,221,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OC[C@](CCC1)(C2)N1C[C@@H]2c1ccccc1,,15.7,15840.8,[F][C][=Branch1][Ring1][=C][N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=N][C][=C][Ring1][P][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring2][Ring1][O][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][C][=C][C][=C][C][=C][Ring1][=Branch1]
218,222,OCC(CCC1)(C2)N1CC2Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,1126.7,,[O][C][C][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C][Ring1][Ring2][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C]
219,223,O[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,7.1,4272.7,[O][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
220,224,O[C@H]1CN(CCC2)[C@@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,27,6375.8,[O][C@H1][C][N][Branch1][Ring2][C][C][C][C@@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
221,225,CO[C@H]1CN(CCC2)[C@@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,9.2,3058.3,[C][O][C@H1][C][N][Branch1][Ring2][C][C][C][C@@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
222,226,F[C@H]1CN(CCC2)[C@@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,25.9,6745.4,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
223,227,C[C@@H]1CN(CCC2)[C@@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,6.4,2976,[C][C@@H1][C][N][Branch1][Ring2][C][C][C][C@@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
224,228,CC1(C)CN(CCC2)C2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,87.7,13718.5,[C][C][Branch1][C][C][C][N][Branch1][Ring2][C][C][C][C][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][=Branch2]
