,id,smiles,kras_spr,perk_ic50,binding_ic50,selfies
523,528,CN1[C@H](COc2nc(N3C(CC4)CNC4C3)c(CCN(C3)c4cc(O)cc5ccccc45)c3n2)CCC1,300,152.5,5948,[C][N][C@H1][Branch2][Branch1][Branch2][C][O][C][=N][C][Branch1][#C][N][C][Branch1][Ring1][C][C][C][N][C][Ring1][Ring2][C][Ring1][Branch2][=C][Branch2][Ring1][Branch2][C][C][N][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][Ring1][=N][=N][Ring2][Ring1][=N][C][C][C][Ring2][Ring2][Ring2]
524,529,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3)Oc(cc(cc4)OC)c4F)c3n2)CCC1,,8.0,5556,[C][N][C@H1][Branch2][=Branch1][N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][N][C][=C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][O][C][=Branch1][=Branch2][=C][C][=Branch1][Ring1][=C][C][O][C][C][=Ring1][Ring2][F][C][Ring1][N][=N][Ring2][Ring2][#Branch1][C][C][C][Ring2][Ring2][=C]
525,530,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3)Oc(ccc(OC)c4)c4Cl)c3n2)CCC1,,11.5,1371,[C][N][C@H1][Branch2][=Branch1][N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][N][C][=C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][O][C][=Branch1][=Branch2][=C][C][=C][Branch1][Ring1][O][C][C][C][=Ring1][C][Cl][C][Ring1][N][=N][Ring2][Ring2][#Branch1][C][C][C][Ring2][Ring2][=C]
526,531,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3)Oc(cccc4)c4Cl)c3n2)CCC1,,1.3,1705,[C][N][C@H1][Branch2][=Branch1][Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][Branch2][C][=C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][O][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][Cl][C][Ring1][#Branch2][=N][Ring2][Ring2][Branch1][C][C][C][Ring2][Ring2][N]
527,532,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3)Oc(cccc4)c4C#N)c3n2)CCC1,,1.6,2156,[C][N][C@H1][Branch2][=Branch1][=Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][=Branch2][C][=C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][O][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][#N][C][Ring1][O][=N][Ring2][Ring2][=Branch1][C][C][C][Ring2][Ring2][=N]
528,533,N#Cc(cccc1)c1Oc(c(-c1cc(O)cc2ccccc12)cc1n2)cc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,,1,1269,[N][#C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][O][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][N][C][=C][Ring1][Ring2][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][=C][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2]
529,534,N#Cc(cccc1)c1Oc(cc1c(N2CC(CC3)NC3C2)nc(OC[C@](CCC2)(C3)N2C[C@@H]3F)nc1c1)c1-c1cc(O)cc2ccccc12,,1.7,140,[N][#C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][O][C][=Branch2][Branch1][C][=C][C][=C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][N][=C][Branch2][Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][N][=C][Ring2][Ring1][=Branch2][C][C][=Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1]
530,535,Oc1cc(-c2cc3nc(OCC(CCC4)(C5)N4C[C@@H]5F)nc(N4CC(CC5)NC5C4)c3cc2Oc(cccc2)c2Cl)c2c(Cl)cccc2c1,,6.6,264,[O][C][=C][C][Branch2][=Branch1][Ring1][C][=C][C][=N][C][Branch2][Ring1][Ring2][O][C][C][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][=N][O][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][Cl][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring2][S]
531,536,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3F)Oc(cccc4)c4C#N)c3n2)CCC1,,1.4,377,[C][N][C@H1][Branch2][=Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][#Branch2][C][=C][Branch2][Ring1][Branch2][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][O][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][#N][C][Ring1][N][=N][Ring2][Ring2][#Branch1][C][C][C][Ring2][Ring2][=C]
532,537,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3F)Oc(c(C#N)ccc4)c4Cl)c3n2)CCC1,,5.3,784,[C][N][C@H1][Branch2][=Branch1][=N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][=N][C][=C][Branch2][Ring1][Branch2][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][O][C][=Branch1][=Branch2][=C][Branch1][Ring1][C][#N][C][=C][C][C][=Ring1][C][Cl][C][Ring1][=N][=N][Ring2][Ring2][Branch2][C][C][C][Ring2][Ring2][#C]
533,538,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cc(c(-c3cc(O)cc4ccccc34)c3F)Oc(cccc4F)c4C#N)c3n2)CCC1,,7.4,3541,[C][N][C@H1][Branch2][=Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring2][O][C][=C][Branch2][Ring1][Branch2][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][O][C][=Branch1][=Branch1][=C][C][=C][C][F][C][=Ring1][Ring1][C][#N][C][Ring1][=N][=N][Ring2][Ring2][Branch2][C][C][C][Ring2][Ring2][#C]
534,539,N#Cc(cccc1)c1Oc(c(-c1cc(O)cc2ccccc12)c(c1n2)F)cc1c(N1CC(CC3)NC3C1)nc2OCC(CCC1)(C2)N1C[C@@H]2F,,3.6,44,[N][#C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][O][C][=Branch2][Ring1][N][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=Branch1][Ring1][=C][N][F][C][=C][Ring1][Branch1][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][#C][O][C][C][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F]
535,540,Oc1cc2ccccc2c(-c(ccc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC(CCC3)(C4)N3C[C@@H]4F)c2F)c1,,0.6,171,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=C][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][Branch2]
536,541,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(ccc(-c3cc(O)cc4ccccc34)c3F)c3n2)C[C@H]1F,5,1.8,779,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=C][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][F]
537,542,Cc1cc([nH]nc2)c2c(-c(ccc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@H]3N(C)CCC3)c2F)c1C,152,57,5093,[C][C][=C][C][Branch1][Ring2][NH1][N][=C][=C][Ring1][C][C][Branch2][Branch1][C][C][=Branch2][Ring2][=Branch2][=C][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@H1][N][Branch1][C][C][C][C][C][Ring1][=Branch1][C][=Ring2][Ring1][=Branch1][F][=C][Ring2][Ring2][Ring2][C]
538,543,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(ccc(-c3cc(O)cc4ccccc34)c3F)c3n2)CC1(F)F,121,296.7,8501,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=C][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Ring2][Branch1][C][F][F]
539,544,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N3CC(CC4)NC4C3)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,2.5,45,[C][C][=Branch2][=Branch1][Ring1][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][N][C][Ring1][#C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring2][C][F]
540,545,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N3CC(C4)NC4C3)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,23,,[C][C][=Branch2][=Branch1][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch2][Ring1][C][=C][Branch1][=C][N][C][C][Branch1][C][C][N][C][Ring1][Ring1][C][Ring1][#Branch1][N][C][Ring1][=C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring1][P][F]
541,546,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N(C3)C4C3NCC4)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,425,,[C][C][=Branch2][=Branch1][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch2][Ring1][C][=C][Branch1][=C][N][Branch1][C][C][C][C][Ring1][Ring1][N][C][C][Ring1][Branch1][N][C][Ring1][=C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring1][P][F]
542,547,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N3C4CNCC3CC4)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,12.7,,[C][C][=Branch2][Branch1][S][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch1][P][=C][Branch1][=N][N][C][C][N][C][C][Ring1][=Branch1][C][C][Ring1][#Branch1][N][C][Ring1][#C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring2][C][F]
543,548,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N3C(CC4)CNC4C3)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,30,,[C][C][=Branch2][=Branch1][Ring1][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][N][C][Branch1][Ring1][C][C][C][N][C][Ring1][Ring2][C][Ring1][Branch2][N][C][Ring1][#C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring2][C][F]
544,549,Cc(c(C(F)(F)F)c1C(C2)OCc(c(N(C3)CC4NC3C=C4)n3)c2nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)cc(N)c1F,,0.1,,[C][C][=Branch2][=Branch1][Ring1][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][O][C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][N][Branch1][C][C][C][C][N][C][Ring1][Branch1][C][=C][Ring1][Branch1][N][C][Ring1][#C][=N][C][=Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=C][Branch1][C][N][C][=Ring2][Ring2][C][F]
545,550,Oc1cc2ccccc2c(C(Cc2n3)OCc2c(N2CC(CC4)NC4C2)nc3OC[C@](CCC2)(C3)N2C[C@@H]3F)c1,,78.3,,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][Ring2][C][Branch1][Ring2][C][C][=N][O][C][C][Ring1][Branch1][=C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][N][=C][Ring1][#C][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=C][Ring2][Ring2][#Branch1]
546,551,CC(C(c1c(C(F)(F)F)c(C)cc(N)c1F)OC1)c2c1c(N1CC(CC3)NC3C1)nc(OC[C@](CCC1)(C3)N1C[C@@H]3F)n2,,1.1,,[C][C][Branch2][Ring1][S][C][Branch2][Ring1][#Branch2][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][C][=C][C][Branch1][C][N][=C][Ring1][N][F][O][C][C][=C][Ring1][Ring1][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][Branch2][Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=N][Ring2][Ring1][=Branch2]
547,552,CC(c(c(N1CC(CC2)NC2C1)n1)c(C2)nc1OC[C@](CCC1)(C3)N1C[C@@H]3F)OC2c1c(C(F)(F)F)c(C)cc(N)c1F,,3.3,,[C][C][Branch2][Branch1][C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][N][C][Branch1][C][C][=N][C][=Ring1][Branch1][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][O][C][Ring1][S][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][C][=C][C][Branch1][C][N][=C][Ring1][N][F]
548,553,CN1CCC[C@H]1COC1=NC2=C(CCN(C3=CC(O)=CC4=C3C=CC=C4)C2)C(N2CC3CCC(C2)N3)=N1,110.2,48.9,2349,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][=N][C][=C][Branch2][Ring1][O][C][C][N][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][Ring2][Ring1][=N]
549,554,CN1CCC[C@H]1COC1=NC2=C(CCN(C3=CC=CC4=C3C(Cl)=CC=C4)C2)C(N2CC3CCC(C2)N3)=N1,163.2,266.5,16085,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][=N][C][=C][Branch2][Ring1][O][C][C][N][Branch2][Ring1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][Ring1][P][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][Ring2][Ring1][=N]
550,555,CC1=CC=C2NN=CC2=C1N1CCC2=C(C1)N=C(OC[C@@H]1CCCN1C)N=C2N1CC2CCC(C1)N2,6365.7,1315.4,,[C][C][=C][C][=C][N][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch1][O][O][C][C@@H1][C][C][C][N][Ring1][Branch1][C][N][=C][Ring1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1]
551,556,CN1CCC[C@H]1COC1=NC2=C(CCN(C3=CC(O)=CC4=C3C=CC=C4)C2)C(N2CC3C[C@@H](O)C(C2)N3)=N1,1.5,3.7,994,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][=N][C][=C][Branch2][Ring1][O][C][C][N][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][C][Branch2][Ring1][C][N][C][C][C][C@@H1][Branch1][C][O][C][Branch1][Ring2][C][Ring1][Branch2][N][Ring1][#Branch1][=N][Ring2][Ring1][=C]
552,557,CCC1=CC=CC2=C1C(N1CCC3=C(C1)N=C(OCC14CCCN1[C@@H](COC(=O)NC)CC4)N=C3N1CC3CCC(C1)N3)=CC=C2,,1.6,142,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][O][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch2][Ring1][=Branch2][O][C][C][C][C][C][N][Ring1][Branch1][C@@H1][Branch1][=Branch2][C][O][C][=Branch1][C][=O][N][C][C][C][Ring1][=C][N][=C][Ring2][Ring1][#Branch1][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=C][Ring2][Ring2][Branch2]
553,558,CCC1=CC=CC2=C1C(N1CCC3=C(C1)N=C(OCC14CCCN1C[C@H](F)C4)N=C3N1C=C3CCC(C1)N3)=CC(O)=C2,,0.8,12,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][Ring2][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch2][Ring1][C][O][C][C][C][C][C][N][Ring1][Branch1][C][C@H1][Branch1][C][F][C][Ring1][=Branch2][N][=C][Ring2][Ring1][C][N][C][=C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][Branch1][C][O][=C][Ring2][Ring2][Ring2]
554,559,CCC1=CC=CC2=C1C(N1CCC3=C(C1)N=C(OC[C@@]14CCCN1C[C@H](F)C4)N=C3N1CC3CCC(C1)N3)=CC(O)=C2,,1,13,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][Ring2][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch2][Ring1][C][O][C][C@@][C][C][C][N][Ring1][Branch1][C][C@H1][Branch1][C][F][C][Ring1][=Branch2][N][=C][Ring2][Ring1][C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][Branch1][C][O][=C][Ring2][Ring2][Ring2]
555,560,CCC1=CC=CC2=C1C(N1CCC3=C(N4CC5CCC(C4)N5)N=C(OC[C@@H]4CCCN4C)N=C3C1)=CC=C2,,5.5,12570,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring2][=N][N][C][C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][O][O][C][C@@H1][C][C][C][N][Ring1][Branch1][C][N][=C][Ring2][Ring1][=Branch1][C][Ring2][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][S]
556,562,CCC1=CC=CC2=C1C(N1CCC3=C(N4CC5CCC(C4)N5)N=C(OCC45CCCN4CCC5)N=C3C1)=CC=C2,,1.1,738,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring2][P][N][C][C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][N][=C][Ring2][Ring1][Branch2][C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][C]
557,563,F[C@H]1CN2CCCC2(COC2=NC(N3CC4CCC(C3)N4)=C3CCN(C4=CC=CC5=C4C(C4CC4)=CC=C5)CC3=N2)C1,,19.8,>16667,[F][C@H1][C][N][C][C][C][C][Ring1][Branch1][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][C][N][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=C][C][=C][Ring1][=Branch2][C][C][Ring2][Ring1][Ring1][=N][Ring2][Ring1][#C][C][Ring2][Ring2][=Branch2]
558,564,ClC1=C(Cl)C2=C(C=CC=C2N2CCC3=C(N4CC5CCC(C4)N5)N=C(OCC45CCCN4CCC5)N=C3C2)C=C1,,344.8,,[Cl][C][=C][Branch1][C][Cl][C][=C][Branch2][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][N][=C][Ring2][Ring1][Branch2][C][Ring2][Ring1][N][C][=C][Ring2][Ring2][#Branch1]
559,565,CCC1=CC=CC2=C1C(N1CCC3=C(C1)N=C(OCC14CCCN1[C@@H](COC(=O)N(C)C)CC4)N=C3N1CC3CCC(C1)N3)=CC=C2,,1.3,261,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=C][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch2][Ring1][N][O][C][C][C][C][C][N][Ring1][Branch1][C@@H1][Branch1][N][C][O][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][Ring1][#C][N][=C][Ring2][Ring1][Branch2][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=C][Ring2][Ring2][=Branch2]
560,566,CCC1=CC=CC2=C1C(N1CCC3=C(C1)N=C(OCC14C#CCN1CCC4)N=C3N1CC3CCC(C1)N3)=CC(O)=C2,,1.1,21,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring2][#C][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][#C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][N][=C][Ring1][P][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][Branch1][C][O][=C][Ring2][Ring2][Ring1]
561,567,CN1CCC[C@H]1COC1=NC(N2CC3CCC(C2)N3)=C2CCN(C3=CC=CC4=C3C=CC=C4Cl)CC2=N1,,7904.6,,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][C][N][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][Ring1][P][=N][Ring2][Ring1][=N]
562,568,CN1CCC[C@H]1COC1=NC(N2CC3CCC(C2)N3)=C2CCN(C3=CC=CC4=C3C=CC=C4F)CC2=N1,,1762.9,,[C][N][C][C][C][C@H1][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][C][N][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][F][C][C][Ring1][P][=N][Ring2][Ring1][=N]
